,COMB,HNB,SAMP,LOLC,LOFC,NTB,LFIN,DFCC,NDB,SEYB,CFIN,PLC,COCR,PABC,VFIN,CFVF,HNBF,MERC,CALF,UBC,ABL,CDB,SFCL,GUAR,SFIN,JKH,MELS,HAYL,CTHR,CARS,VONE,HHL,BUKI,BIL,RICH,SUN,SPEN,CIC,GREG,TAP,BRWN,EBCR,CTC,DIST,CARG,LION,CCS,BREW,GRAN,LMF,LAMB,TAFL,DIAL,SLTL,ACL,RCL,GLAS,TKYO,HAYC,DIPD,KCAB,TJL,JAT,SIRA,MGT,SINS,UML,DIMO,LIOC,WIND,LLUB,LGL,VLL,CINS,UAL,JINS,AAIC,HASU,AEL,OSEA,PLR,RIL,CFLB,WATA,NAMU,CTEA,ASIR,LHCL,NHL,AHUN,PALM,KHL,AHPL,HUNA,EDEN,DOCK
JKH,0.029178003628020092,0.025677351824300337,0.026708219891891982,0.04286958077426409,0.03363101001978134,0.022084917240215125,0.020132865711602152,0.0254089608440127,0.03225126647470117,0.026351873636098377,0.024823221904428577,0.01902300612037289,0.02828177169305048,0.029854061505567086,0.027707959121590606,0.016134494280178605,0.017815915702012082,0.0021758949063130483,0.005426579594719184,0.02155121870743387,0.023117099924376244,0.0118758613773205,0.008653247950488035,0.026761249014137827,0.023913833903137047,0.0941357281596217,0.03366073353303628,0.030899945530204885,0.006482627784567475,0.016331234494675276,0.04081042961071525,0.017064333288842232,0.011133249762030523,0.040827881310574785,0.023837267064538627,0.023175388459435415,0.0235170351157029,0.02571587026288221,0.018133616003107967,0.026819863552568584,0.04117247941235669,0.01437854123154333,0.0102203046629233,0.017359814302364773,0.006686868892121887,0.006413567965798629,0.013126800936182391,-0.0007646915365570351,0.01786516060170269,0.021847463538875907,0.003358650230003175,0.01859151119635313,0.015302330515257662,0.022183361961619956,0.03286934656070133,0.03616714695663223,0.02429931678324182,0.030837340034014674,0.020239705230912917,0.025221118662565243,0.029590926378255188,0.021752685309145654,0.015430738593637439,0.027799818562820953,0.032044863280824135,0.027154548658888337,0.010201291694625341,0.017859210186679225,0.027445161563695235,0.006028624782124808,0.016996198192203608,0.016644775264352072,0.0057718440708249665,0.005441221841713825,0.016413420030074052,0.02221710981311998,0.03058140696940168,0.021378824761183357,0.027764321378039823,0.018340144682270118,0.014867026147383701,0.023036617773698722,0.025290422177474153,0.02104265389630464,0.023522960367271854,0.0024303779116046234,0.014579242435633253,0.015252423576807665,0.017296694207383598,0.01591951442190491,0.017743211905724865,0.027046182893186815,0.02376679515750893,0.0027236280602886335,0.02405655199595216,0.011890034060976547
MELS,0.03946818791464768,0.038423514799914654,0.04448624777928278,0.08642512170315741,0.09192303748679646,0.031899936298540134,0.04720378994213631,0.0447854228659403,0.04513445024655169,0.04059961479864508,0.044485235737626756,0.037630105308412695,0.06658729091412041,0.05724926072189448,0.06736487810291092,0.04691682785265397,0.04381850440481587,-0.0003634342551594321,0.010000888070735408,0.051269456120800715,0.042084041561315455,0.01826921791492721,0.00665008839420235,0.03842647325058984,0.04295133595301426,0.03366073353303628,0.13903213189760932,0.07760795804605784,0.006551730410429987,0.03121912707618531,0.10016632074957145,0.03693025898424357,0.026542880979757842,0.08808756966655301,0.05226137862770576,0.05794242908686886,0.05540984373788343,0.05491386119220265,0.04779997060113646,0.06445383099215554,0.08752303970817639,0.039305965087141986,0.023746618687047305,0.04298147083308919,0.011417088786580421,0.0075573953779394035,0.023594869369536576,-0.002447037526232081,0.04439283974686251,0.05727870218639475,0.004121191265784224,0.04112531730265529,0.024116220240331835,0.036949282807264096,0.08146855040188888,0.0843546170512063,0.05420583751964923,0.06553463926013614,0.05228617752755843,0.06535151804638678,0.06866715956370542,0.043246821642742884,0.03595983837440669,0.07373223653740503,0.06604491624869133,0.05585334867766246,0.024600671290466444,0.035624095845556904,0.07298454789647943,0.015286712928423114,0.04402494014091178,0.052838084486222014,0.014995970117054707,0.0018635542671948898,0.030907025992027094,0.042484108750264864,0.06903995216345898,0.04157807900886002,0.0514035967993846,0.04516146543210948,0.032301071941512896,0.05965094430065962,0.06006835497076227,0.05864237702550355,0.05078276079075929,0.002328976814715962,0.04169293173157575,0.03780778528683517,0.037693150000166604,0.04271066587152412,0.03785511839114368,0.035333371625824436,0.0367263558112131,0.011154606702677351,0.05689243475501719,0.03376609673527363
HAYL,0.037437538848373364,0.03733203953415996,0.04559435452462947,0.11828149884608835,0.10711945911124973,0.031002824479588433,0.07127668864928809,0.0391651236433754,0.05048104225554491,0.04111576410198154,0.05660138596425113,0.041068459892062426,0.08151117276536554,0.06351402600862749,0.09273235643047971,0.04289040494351447,0.05995503387525373,-0.0013515377501664933,0.0011887762970723302,0.05559531540009423,0.03689163851758474,0.02117610818652782,0.004008608065963395,0.05102406756703182,0.037183379827034325,0.030899945530204885,0.07760795804605784,0.20036615982226308,0.007361014757280841,0.03591504888293132,0.15179661181826096,0.041323515140351125,0.029880127767423787,0.11236857337632825,0.068826257879629,0.07889314739663658,0.04726993725175031,0.06974052490790891,0.06351996178152562,0.09215981482105177,0.11170407130089079,0.037538261625914594,0.019994037594839868,0.03646390640775389,0.007430222263770191,0.008396126102117502,0.028745053808500017,0.0014974423404883193,0.061986720821631376,0.07667980954639834,0.002602645125798251,0.053287545214569354,0.020404274981596627,0.04035885361146913,0.1047135798679174,0.1389490785542404,0.06978683241185187,0.06907474877339387,0.119828326157941,0.13869300773724016,0.09267962203384841,0.047283802945018064,0.04872168258479203,0.09318401976009547,0.10038307252186372,0.09158128703176369,0.029011419149085345,0.05387198928820896,0.07673714402948986,0.021657427651334406,0.05015010743786437,0.04833348943750889,0.017564356640010464,-0.0053961151659622985,0.04858245725002455,0.044470729901948794,0.08543297861905155,0.049667917677113586,0.05899925780646179,0.05174777002713965,0.04914125900871599,0.07400530118793144,0.07628654991985193,0.06949953289113053,0.06235208277726427,0.004956186160702606,0.039581891646757274,0.032662773279033566,0.038953362622120596,0.04730348092224375,0.0388445898706065,0.04090704357795681,0.03774613114987542,0.034434333985624906,0.07300617774674555,0.03476230147681365
CTHR,0.0034975066601752904,0.00733077466027792,0.005187101865836084,0.006908532297623489,0.00753310887272634,0.007778794002000019,0.006504633399119271,0.006490918362788679,0.008463364074096268,0.002415145524936129,0.00765640040054389,0.010506726055082682,0.011598849630278001,0.00811903519152971,0.015235516918388495,0.003878418591692651,0.008721132080868822,0.0012151839034904872,0.000642048737476671,0.003123476446210085,0.010497699436107365,0.004534475424098707,0.0030715459731061765,0.016620176206782532,0.005177595161028655,0.006482627784567475,0.006551730410429987,0.007361014757280841,0.08020531414951365,0.014238706061775049,0.007559629910083971,0.003970824558854909,0.00937983300631696,0.0043414259785479175,0.007581210534528652,0.005996275569572346,0.007210749181560215,0.0061253606506116885,0.003610394041660193,0.00784798897795505,0.00832800273780976,0.011619298363463478,0.0016345828263436475,0.006173658316196732,0.008898157717417634,0.0039964083410763684,0.0023688728775774926,0.0003554089516119634,0.00998635085173507,0.009444336065549189,0.008784743100007946,0.006288361845369647,0.003650220417402731,0.0012794676505905103,0.007655851351188632,0.008520183802658192,0.0068699742822723436,0.007146740145740189,0.00751616134817474,0.00751783913302255,0.004945278277488398,0.00589047231155344,0.0037949910734037867,0.00300252432301736,0.009246761340660508,0.008136419060628178,0.009833852287649538,0.0019198754486487548,0.00540717664493719,0.0007200634520262642,0.003703947724922576,0.0063663598323067125,0.004869212948080928,-0.0005486364229486142,-0.005081223648000417,0.011272365400264819,0.002751657985991793,0.007605262920975245,0.0075511748869739196,0.004052271475474584,0.006211970748450925,0.010518003372201185,0.0005830164665918691,0.0037080724989557163,0.009084231745548982,0.0008984816626780828,0.005811531324201083,0.004347025754903765,0.004539922050505586,0.004646645307464466,0.006257319537298847,0.007233785136451741,0.009169107856802637,0.0020192482356688247,0.007890768073700073,0.0064222137297936166
CARS,0.021998231002141905,0.020307915949046258,0.01670542516020699,0.03701307824751036,0.036796435972833864,0.020255356078573004,0.027186721209730733,0.024101296723145857,0.025628606302893483,0.016461575893232494,0.028636414490337988,0.018816572814978654,0.04243410450219804,0.028055765460373874,0.0400558727774842,0.030832963478586935,0.02377537820850564,-0.004031899059095248,0.007792594115341984,0.01696453851063911,0.02191795295735284,0.014091012140101656,0.00018041625242700205,0.05781680848678952,0.03292248385046395,0.016331234494675276,0.03121912707618531,0.03591504888293132,0.014238706061775049,0.19320431368099575,0.043482527354942006,0.025779586612912585,0.09073746040435512,0.03701883309042366,0.026958824391373187,0.022807685754736393,0.01902790543337935,0.019193858148967995,0.03485381535962002,0.032815495853372144,0.041642467243081724,0.03697865542857777,0.008656015297921102,0.01976336000142926,0.010086225469621346,0.007082927203489419,0.014487539279341415,-0.0015949132265573793,0.022696171112230414,0.028546060699415482,0.017937443626184293,0.013917659347864531,0.014337401955420428,0.018670714532847136,0.026324444860259026,0.03497256292592743,0.030270327400755567,0.019913299055342133,0.019573661704435273,0.026627523124666513,0.03027523073019156,0.019113313755138868,0.010867987506231634,0.03369396654585622,0.017788026063035617,0.03744580641021977,0.01704687125391111,0.029736176474826816,0.029033149621262234,0.008689327088226355,0.016192958762600615,0.014884284115707174,0.010272444920043694,0.01022088130895249,0.01303032433486855,0.018929264316934973,0.029413945622220924,0.014891498353283846,0.02296574931307196,0.01409673112377646,0.00951297186102421,0.026423228077576834,0.02846370212519062,0.022041554233746798,0.02754388326081643,0.009764450213058605,0.02084584730891482,0.01706243262806629,0.020674562660575692,0.021452187964822254,0.01555693011551049,0.021659478702537763,0.018084014311861834,0.010983352834145563,0.019597913989258645,0.01949769393903446
VONE,0.058237063613596755,0.0547596282084001,0.06872859372133364,0.16085863054612737,0.1606379107172237,0.045887667739269736,0.10863051276900793,0.055877231821754796,0.06803738534652976,0.06533664032687396,0.07442339404754081,0.05677466228687137,0.10958009131204786,0.09423603829874792,0.15632542054786075,0.07079530075058074,0.07221782295470991,-0.000547431797219629,0.006926183528076756,0.07389153908466929,0.040334186419631095,0.025021614943094326,0.006366079298744686,0.06571146983995522,0.05314391096400948,0.04081042961071525,0.10016632074957145,0.15179661181826096,0.007559629910083971,0.043482527354942006,0.28122579214303967,0.04974303834431832,0.03162397631900974,0.15350874795733277,0.0916903567115091,0.09917969635077879,0.0641045963219303,0.08539312453454993,0.07274114602539299,0.11757780482153876,0.1601747815054125,0.0592834937872111,0.029011761940759582,0.0519352969663734,0.013484433833070172,0.008938018491468405,0.03620414209211257,-0.0009846934232348244,0.07630004908536286,0.09395191654945428,0.005464505056800807,0.06541008901133083,0.024021977640900288,0.05989382838446964,0.13886059170281417,0.1938222889575166,0.08002404686883412,0.09350266749094933,0.10109922251544043,0.13451205873785088,0.1246029256330137,0.05828737868066821,0.06050128595627255,0.11900006136369,0.11341959129947246,0.10737452357514574,0.033785427555053864,0.071172346968481,0.1049261745524114,0.028094940987459908,0.06394783823981098,0.06831476484250486,0.02420572835030527,0.002431699846174354,0.06343494036135,0.05919994556035661,0.12449313408590101,0.059004728021848585,0.08334032500753935,0.0728020400001174,0.05815188319524278,0.09001820434046948,0.09532719587309085,0.0954844972687005,0.07142281569800502,0.002428017326246196,0.058774294101154,0.04555377293778306,0.053841156017299864,0.061219714881223235,0.06988428066691008,0.05165126781316811,0.03921995112640302,0.026677950103361457,0.08603807918002085,0.04165905696367078
HHL,0.02643042378011275,0.02614657171298053,0.02585652528974791,0.050601683113019325,0.0483477709206821,0.025265388043835782,0.028838883826067693,0.028401389767224224,0.03075996829298488,0.025926180019531665,0.02711036674492994,0.021144355034876137,0.038082021313535275,0.033597862911247,0.03235314020319632,0.024073611398720704,0.02956581797491443,-0.0007361653135200401,0.0037507946700773456,0.02778529649416153,0.018856136226053734,0.012958965262455423,0.007033042640700039,0.034449681877219626,0.01978525993122002,0.017064333288842232,0.03693025898424357,0.041323515140351125,0.003970824558854909,0.025779586612912585,0.04974303834431832,0.10639209570234967,0.020940313261246568,0.051223031058053425,0.0327277222963063,0.03833841258761149,0.02438131633207001,0.03440338007028192,0.02447150973634928,0.04999382469684445,0.050883267264386633,0.0274464356868623,0.012869171612177911,0.02124288267403667,0.007414352196391914,0.006819751165610145,0.01793483594192197,-0.0014912308750748855,0.030435741307497634,0.02959033342039915,0.012038310012267085,0.025862964483394865,0.012762690151286293,0.02216251551735556,0.04105928410932353,0.04208043368099884,0.02430871385022923,0.03489734330497865,0.025047309578462167,0.036700959227440384,0.03302785677642777,0.025533595246202533,0.019082206143972595,0.03531613118779496,0.03474223893205366,0.03462340354645157,0.01367905608812749,0.027154321709613582,0.03705944698375667,0.009927418213858109,0.02596628063451936,0.024787710971837826,0.007063578297573007,0.00704806054834688,0.01909051020384551,0.024664772705890382,0.0395991573508609,0.016420553017377843,0.029836187912138296,0.027504344770150683,0.026703371024176553,0.03698506093479934,0.046135305548886583,0.0284620003780632,0.024831711688770835,0.0033967223525784504,0.015573562124995841,0.018087607809482365,0.023441456348469468,0.02394495201342429,0.025791778053810454,0.027628603240075184,0.01681347679231833,0.008867871889985227,0.027617584599864697,0.022238162922508603
BUKI,0.014625247631479467,0.01412776021444726,0.012156375844679572,0.03644932278328729,0.03112227070488746,0.010714099753569808,0.01874970696160165,0.01565024387347048,0.022523366815271964,0.015464567152745204,0.023753202076044085,0.016515295179557344,0.02998273930137514,0.014993527524259528,0.020063302184326854,0.014987244620667764,0.02113923790757311,-0.002449176595523748,0.0019213660958607548,0.018293414280302903,0.014153915800728997,0.017773153732747262,0.0012395809445715949,0.057974029994265604,0.02594036015673768,0.011133249762030523,0.026542880979757842,0.029880127767423787,0.00937983300631696,0.09073746040435512,0.03162397631900974,0.020940313261246568,0.20157643617616902,0.021151918001473907,0.026209836418992886,0.02775219129812996,0.015563707181687187,0.012485838867765203,0.034749670602779774,0.03313609315255746,0.03869880397489304,0.020539507907209403,0.012002133312879951,0.019659268642960016,0.008131823968453276,0.006230571526347165,0.013067075996980173,-0.00044943617006032444,0.014816933325445142,0.02706363572363949,0.025242409578261016,0.016825916265823394,0.011360956622713567,0.020458584333996124,0.02135140483033183,0.02177384122895591,0.01938368069238062,0.019496424308270692,0.01141756108648072,0.022597550884257068,0.02829773634316381,0.020312677836977502,0.010014348077113716,0.028806844151758382,0.029648671335928745,0.031478253089849334,0.017837662959537284,0.02617944591105798,0.0338917001222032,0.00548225013416316,0.019556368269577355,0.01729080621325662,0.009439049892781316,0.00861216827558953,0.014224852549517103,0.02100068602639319,0.02997730104572292,0.013163534713879982,0.023278548966569838,0.020244368569164835,0.013346797702339387,0.029774516227337715,0.024644376565296756,0.027754351023885408,0.03395510805931187,0.004291431761086638,0.012759144077194045,0.011650294758458196,0.01492026942364869,0.02490435206299358,0.022114755738058767,0.023245317235969256,0.022738859801198698,0.02025135769055253,0.02246408760831291,0.026935151278138895
BIL,0.054357342733907056,0.050705717544938377,0.0633227288786814,0.19338917088162552,0.2310255806088069,0.03688489831463402,0.07161590735323753,0.05023195865620737,0.05822617508186549,0.05489011551434553,0.06270081513473527,0.05200005697783306,0.09367437915283164,0.08277752793198892,0.09749171650273844,0.06927846356385335,0.06571231459571523,0.0005616408472002904,0.010167556196478897,0.07880281266470193,0.060914119623242245,0.017213640162973533,0.010832054573084192,0.04782425223271845,0.056218644622184406,0.040827881310574785,0.08808756966655301,0.11236857337632825,0.0043414259785479175,0.03701883309042366,0.15350874795733277,0.051223031058053425,0.021151918001473907,0.34635177522462124,0.07188855988867603,0.09113561874005482,0.05497213549223404,0.08708583978843557,0.07178702934413554,0.11272110897435178,0.2328187393075809,0.03897890626775381,0.030507586420797816,0.05126011469719752,0.010387182148480651,0.004411746615788954,0.03238691165141552,-0.001480872410140573,0.08316065206492453,0.08499114347547494,-0.0011949339079200367,0.06479104576860714,0.026118795198398645,0.06464527123682955,0.13875897287879574,0.1413442533344597,0.08385437118064569,0.09059291417851809,0.06619345785623292,0.10537279631811557,0.12081783695118972,0.051374177903424224,0.06716350448388321,0.10950981442881681,0.10244474671095585,0.08768613994363583,0.032347037363921506,0.06013321952809089,0.10852205749159224,0.0264911902279608,0.05947126580363687,0.06705230782550901,0.024553473810653096,-0.0025254127256126918,0.05621735671057702,0.06228563904644823,0.14078699089791,0.05516820136031657,0.0816124208038065,0.0705480944229934,0.06476217341845406,0.09380428519614598,0.09149994963315473,0.09682791208297739,0.061399584224159136,-0.01464073537066365,0.052315029293557774,0.05176163004631659,0.052042394734898204,0.06903095523924695,0.053464492246293675,0.06862713268448259,0.050650834066019106,0.02000957488716651,0.07850155287080864,0.047939364324052956
RICH,0.03331957827760133,0.02990032235984412,0.0316951779738356,0.07583621951567084,0.08472725796115152,0.02330530136731559,0.03950667161790161,0.029500765012219043,0.043938824087570744,0.03909028165962916,0.03706661852810948,0.03828225560576426,0.05535591434224547,0.04180186494304371,0.05798438729790415,0.04497263286759983,0.046968386453426395,-0.00392680299386806,0.0027390043406508536,0.03475476681195229,0.03204927979617759,0.012628535964442534,-0.008026658557622463,0.04148889854644178,0.03131170720289525,0.023837267064538627,0.05226137862770576,0.068826257879629,0.007581210534528652,0.026958824391373187,0.0916903567115091,0.0327277222963063,0.026209836418992886,0.07188855988867603,0.1790647666650913,0.0666906308351979,0.03383649295606113,0.0524431704519272,0.03575522039398016,0.064974418868595,0.08623448998875001,0.026852430621153313,0.016819123896463027,0.030698869029796436,0.008242465383854343,0.002835569899294816,0.02995808353490146,0.0034610567302482504,0.04299458917408898,0.04424938835443483,0.004438727765137546,0.03660180915279357,0.019383625036102126,0.041557438646263156,0.07537603541101706,0.08422732004681255,0.04323116568541589,0.053837121680042996,0.045523593506294896,0.06599592424286001,0.08349445171774503,0.03084771819294596,0.034209715961336255,0.07192501143235573,0.05486566125562799,0.05130761290066129,0.019096988650354828,0.033937826008627534,0.06589872841877088,0.013315824293283905,0.03515653523379383,0.04130459198315129,0.02125722186090825,0.0021500319645747484,0.02041162493512894,0.04944689663055136,0.0812858939332878,0.03757279119694468,0.048293868819605235,0.0453761947434345,0.0385106932723348,0.06040467427857638,0.06188287698819239,0.05825245533529776,0.06665164397506146,0.005976737243687334,0.02806780237274798,0.024250895261067964,0.027067593362326746,0.04441750438643404,0.03526687780790272,0.042283839462137686,0.027261214727494355,0.009942092107146484,0.04202909093441023,0.041674475674043664
SUN,0.03347455416884632,0.028224553999309728,0.03659994880371765,0.10044119409490111,0.11475218295473819,0.026197196508575434,0.05444833440057188,0.029906200441519117,0.03789550019280786,0.03263276694437984,0.048616189323482835,0.03504735802637423,0.05952499385204966,0.0533461130749634,0.073488838543522,0.04243511939998023,0.04375810438238149,-0.0005970552166861007,-0.006531933636519793,0.046841207872431345,0.03792584905887023,0.00995893011410363,0.011560311469075357,0.04187458988318635,0.027534427804034235,0.023175388459435415,0.05794242908686886,0.07889314739663658,0.005996275569572346,0.022807685754736393,0.09917969635077879,0.03833841258761149,0.02775219129812996,0.09113561874005482,0.0666906308351979,0.20907483508771807,0.03935102466035044,0.04779201990105077,0.033808336643807876,0.07681543723874007,0.09709415700857964,0.040336476052207276,0.021114760651888404,0.03255400391305557,0.009872505229295293,0.005427388013748689,0.02734053801295428,0.003202172514473149,0.04379758006143364,0.053712291218504654,-0.001226207665025573,0.041383352857388915,0.015200847207480458,0.04364756494116306,0.08250504648191621,0.0934884914924517,0.05054649229968199,0.052709685972165285,0.04982403173624652,0.06799119245939678,0.08859276046155626,0.03403822365897667,0.04976668477653946,0.07501986463987075,0.06301709003494672,0.07178235415176612,0.0265426818187109,0.04749271217754359,0.07114084262527962,0.01938856184797142,0.036080987628516824,0.03603813704256395,0.02021674902008619,0.0012886001898812244,0.04149030814505277,0.04061005070315086,0.08462150814196007,0.04131592726756774,0.04902615940029001,0.04344234128052343,0.04539123595401451,0.06385313455578315,0.06443178071153935,0.09579251268347438,0.07602041237753106,-0.005638276063800097,0.037001008945327325,0.028637181748169364,0.03417538492199865,0.046614975176041955,0.0411556420046462,0.0355666264374355,0.022283333951282375,0.026963358561363872,0.06374930376145632,0.03110445710405897
SPEN,0.027460181502100476,0.025884369741740947,0.025970211244952263,0.059325606600331995,0.049673519489312264,0.023477269994425128,0.03678834123290627,0.026815032289790076,0.026380766398152015,0.03015291789211321,0.0292253430639474,0.022621649948193257,0.04888270354727939,0.03277425400132545,0.04569698138536823,0.02847258098246227,0.02620132852472652,0.0002849588154957429,0.014801843167386124,0.03028622163924842,0.026807165942578287,0.016363766108530766,-0.004795056517533512,0.026452447260220318,0.029153238955188412,0.0235170351157029,0.05540984373788343,0.04726993725175031,0.007210749181560215,0.01902790543337935,0.0641045963219303,0.02438131633207001,0.015563707181687187,0.05497213549223404,0.03383649295606113,0.03935102466035044,0.11585071887052162,0.04392816219881757,0.031107883680419408,0.03641100821544552,0.059344777975838314,0.028040769175523485,0.015656162884820437,0.025243430699513864,0.005606009273724289,0.006185533560959541,0.01355975213732609,-0.0011112913679290272,0.032073245666334724,0.036013557550772415,0.007295524045981501,0.028426448890658772,0.019052220306408796,0.02490660610645401,0.046173988592497404,0.05256027086496771,0.033655357196235004,0.04422083965468071,0.03415198815113605,0.044381347391188194,0.03259013504931985,0.033823307392085285,0.016479227464426253,0.050129870233088486,0.044050798505432275,0.03333041302772116,0.013273914838584823,0.03405907457323524,0.04735200351228907,0.006834572961333807,0.031124017779992477,0.03396609699440163,0.014554607899454628,0.006718214984700953,0.02527977027955034,0.024141567283755577,0.040310359779629885,0.025212819512080823,0.0378738940704721,0.03069881513162838,0.02931135025247222,0.03761236560449615,0.03952268542395783,0.035713255337857276,0.03002960134965932,0.003391406846140939,0.0277747921720694,0.02194423213065603,0.028777981111561157,0.0492305575640688,0.044991106786546456,0.03750623753053462,0.03356455034319403,0.00432564367329209,0.045991456729065544,0.018396334276899844
CIC,0.04492472606419976,0.047263824101468135,0.030014523685767545,0.06961687879457788,0.08621764997543992,0.025304230231322163,0.04275446908452793,0.02903995138817903,0.038432010219486966,0.060302149184430644,0.03792124102055906,0.028327502812290052,0.041366948382255166,0.04369210227363242,0.05338381696571601,0.04410019019982995,0.020016018245054588,-0.00014097489355668024,0.014906472646431482,0.03813308876316229,0.028893555762310643,0.06642442705851519,0.009414417612743234,0.03268406591982251,0.033856451919167425,0.02571587026288221,0.05491386119220265,0.06974052490790891,0.0061253606506116885,0.019193858148967995,0.08539312453454993,0.03440338007028192,0.012485838867765203,0.08708583978843557,0.0524431704519272,0.04779201990105077,0.04392816219881757,0.24905729521774672,0.033676207191954945,0.055671984013206006,0.0855755701139274,0.03195989938084021,0.010917084310043033,0.03060730426366615,0.0077077418416971605,0.0038003351532466065,0.022788485479917152,-0.007254022728295489,0.05669153753065282,0.05019386913310757,0.0027305187906024064,0.0538009270228804,0.015333470368855207,0.039533328713295554,0.08181709033762496,0.0809281999420608,0.050784042970238676,0.08223022071442143,0.053815660154422594,0.0723265003260161,0.07965500694832867,0.03215951576420647,0.025544392781385893,0.06204850453608544,0.053033076799646785,0.06289006702914555,0.02339434641732096,0.04130511780820204,0.06473594038242625,0.01187714022092853,0.04140786837608571,0.07025242600468497,0.03653129786233394,0.04942672225886738,0.026296594724657427,0.04223710324370128,0.06196892456909864,0.02991619292599441,0.05205065671717999,0.033985393725612545,0.03549595969674066,0.05727673411042665,0.05298246749876157,0.04783241356444939,0.03615717214778312,0.0001915230016338263,0.024931202609797642,0.03587373380021715,0.027065764295549275,0.038533582338946853,0.033967778040385845,0.035436148566561416,0.03027467113148074,0.014408664588938618,0.049700527678760695,0.046422773731310395
GREG,0.023583323238858672,0.02490687943689632,0.023201939946319725,0.05829493280423925,0.06929092418256438,0.021430577194490007,0.02885260546754482,0.03329464350755561,0.03034171685256023,0.02282150500544291,0.029091021603583705,0.02192261674721972,0.040843179348770874,0.04362019805659542,0.04779695890939496,0.03371697084273371,0.03105064742848707,0.0024094879351690478,0.0047071204491464964,0.04168040778831549,0.029200391459733015,0.015241903104097095,0.012357618724253604,0.03573571037016301,0.035529379560848486,0.018133616003107967,0.04779997060113646,0.06351996178152562,0.003610394041660193,0.03485381535962002,0.07274114602539299,0.02447150973634928,0.034749670602779774,0.07178702934413554,0.03575522039398016,0.033808336643807876,0.031107883680419408,0.033676207191954945,0.21179389194062795,0.13969920515514808,0.06644349440163468,0.021877567584960258,0.016774529828500827,0.02627852393441028,0.007258549030298548,0.010260508669996934,0.012646547127323248,0.0022015353948556587,0.04357420087314075,0.04506942260793284,0.010014972932189068,0.04006294109313245,0.017273108961336534,0.03096011965576774,0.06256268096147234,0.0630080094615301,0.043224746785888675,0.0479237850336114,0.044390861412519904,0.05135895627823515,0.05752571671430512,0.03307417083674673,0.020726022804444084,0.06542150673194906,0.05772765006234361,0.04574478280804743,0.016529433827198958,0.03271633545835394,0.044826683801003506,0.009431723094096567,0.036062161064145885,0.04265000372856253,0.014537820542270022,-0.0029037221136426804,0.0196059693003589,0.032421216605374836,0.04496856872560462,0.02345970204261065,0.042536596755837576,0.03347898024495581,0.023263285063180247,0.05046759699053668,0.053302603488293895,0.03506002133110215,0.02819442106708303,-8.691952944567313e-05,0.01984734247074668,0.02713937241384471,0.01894278729451284,0.027140087135330802,0.02918696714100011,0.028535324227635377,0.02803391678902274,0.01649909799754077,0.02955281747075852,0.03712065646125039
TAP,0.042991804232551646,0.030923283240676867,0.046985743632158,0.097484208831426,0.14333780745179608,0.03182831012438035,0.04687078987884241,0.04047987309884789,0.045977049429107644,0.03776588912426898,0.05029411383432412,0.04188996052803014,0.0624115314837978,0.059295569845833826,0.0589913801083708,0.07452870492664256,0.04943791433197827,0.003991150649427384,0.018604394374854,0.06043388347454548,0.0557911709086338,0.004382800233667442,0.015438806026602036,0.0519328845032872,0.048469119171859844,0.026819863552568584,0.06445383099215554,0.09215981482105177,0.00784798897795505,0.032815495853372144,0.11757780482153876,0.04999382469684445,0.03313609315255746,0.11272110897435178,0.064974418868595,0.07681543723874007,0.03641100821544552,0.055671984013206006,0.13969920515514808,0.4858767021686047,0.10265232312995537,0.03974090324293451,0.027783502016759002,0.03327357036610849,0.005342837062605907,0.019946337975665127,0.0271494223280864,0.0028099293833920517,0.05831188884234269,0.0708000954737965,0.0076043825167407325,0.06151616989487238,0.020044687771019986,0.048502431873100084,0.1142751892154113,0.10241470767551128,0.07172418020204979,0.06181762209613697,0.054909932442104535,0.09169229428493447,0.10965275985356841,0.04676740773143893,0.04970832868609155,0.10322052202260938,0.09622247990484745,0.06682201626594575,0.031635166411366974,0.05971772051396684,0.09319757772504021,0.028178460296740118,0.04792707907379067,0.03902073716962482,0.023613709279897217,-0.028792022418735873,0.032301356021551465,0.049782285918235386,0.12436713082855391,0.03438372579619062,0.0571529911177389,0.05245852551311632,0.0441751023722577,0.07900649313854305,0.076874257069135,0.06995399494040014,0.07227655216985913,0.00037191650224375556,0.04071294257365712,0.0346508165113745,0.05778854195709525,0.05038056598383141,0.05319434212588016,0.05313338230230025,0.03155775994827096,0.037948788305042204,0.07080499264864762,0.054114148727093574
